00001	0556	1	34
00004	0564	1	11
00006	0003	0	1
00007	0560	1	11
00008	0563	1	6
00009	0557	1	8
00013	0558	1	73
00020	0567	1	2
00025	0561	1	14
00026	0001	0	1
00027	0002	0	1
00051	0568	1	23
00069	0004	0	1
00078	0571	1	25
00085	0572	1	5
00088	0569	1	80
00092	0573	1	3
00102	0574	1	9
00107	0577	1	8
00108	0005	0	1
00109	0575	1	37
00121	0576	1	2
00125	0579	1	2
00128	0578	1	19
00129	0580	1	7
00132	0582	1	16
00133	0583	1	6
00135	0581	1	18
00148	0007	0	1
00150	0584	1	2
00151	0009	0	1
00152	0010	0	1
00154	1358a	2	4
00154b	1358b	2	1
00157	0585	1	8
00161	0008	0	1
00168	0586	1	41
00170	0595	1	4
00175	1359a	2	8
00175b	1359b	2	3
00177	0036	0	1
00180	0609	1	2
00182	0043	0	1
00183	0626	1	3
00186	0015	0	1
00192	0601	1	4
00193	0617	1	3
00194	0587	1	56
00199	0614	1	5
00200	0028	0	1
00206	0593	1	6
00212	0032	0	1
00213	0627	1	2
00215	0612	1	2
00217	0013	0	1
00219	0041	0	1
00228	0017	0	1
00235	0602	1	2
00236	0027	0	1
00240	0604	1	9
00243	0014	0	1
00244	0618	1	2
00245	0594	1	19
00250	0599	1	7
00253	0033	0	1
00255	0598	1	14
00256	0608a	2	2
00256b	0608b	2	1
00263	0623	1	2
00279	0606	1	3
00282	0597	1	13
00287	0018	0	1
00288	0026	0	1
00299	0591	1	10
00301	0605	1	6
00312	0607	1	2
00313	0611	1	2
00316	0034	0	1
00317	0029	0	1
00321	0596	1	19
00323	1360a	2	1
00323b	1360b	2	1
00338	0590	1	19
00342	0030	0	1
00345	0589	1	9
00350	0019	0	1
00351	0022	0	1
00368	0619	1	2
00373	0603	1	4
00385	0615	1	2
00387	0040	0	1
00391	0012	0	1
00402	0628	1	2
00405	1361a	2	1
00405b	1361b	2	1
00406	0024	0	1
00407	0039	0	1
00411	0621	1	3
00417	0600	1	4
00421	0037	0	1
00429	0610	1	3
00449	0035	0	1
00468	0620	1	3
00475	0613	1	2
00483	0011	0	1
00489	0021	0	1
00498	1362a	2	1
00498b	1362b	2	1
00501	0038	0	1
00503	0592	1	19
00516	0020	0	1
00524	0622	1	2
00529	0042	0	1
00532	0616	1	2
00542	0624	1	2
00555	0031	0	1
00560	0634	1	2
00561	0629	1	5
00562	0631	1	2
00566	0630	1	7
00567	0632	1	6
00570	0633	1	2
00574	0044	0	1
00579	0045	0	1
00582	0636	1	17
00585	0637	1	4
00591	0635	1	9
00594	0644	1	9
00596	0639	1	8
00597	0642	1	9
00599	0641	1	3
00602	0047	0	1
00605	0638	1	43
00608	0640	1	2
00613	0643	1	4
00616	0046	0	1
00646	0646	1	2
00651	0645	1	2
00662	0648	1	2
00678	0048	0	1
00696	0049	0	1
00698	0050	0	1
00701	0649	1	3
00723	0651	1	16
00725	0650	1	2
00732	0058	0	1
00734	0052	0	1
00746	0056	0	1
00754	0654	1	2
00759	1363a	2	21
00759b	1363b	2	2
00761	0652	1	2
00763	0660	1	4
00767	0653	1	4
00782	0054	0	1
00787	0655	1	2
00789	0656	1	5
00792	0658	1	2
00794	0657	1	15
00803	0051	0	1
00805	0053	0	1
00818	0055	0	1
00824	0659	1	2
00856	0062	0	1
00857	0661	1	4
