10974	0150	0	1
10984	0151	0	1
10985	0154	0	1
11017	0609	1	5
11019	0610	1	3
11025	0611	1	35
11028	0152	0	1
11038	0613	1	7
11049	0614	1	6
11051	0741a	2	2
11051b	0741b	2	2
11058	0615	1	22
11072	0616	1	2
11085	0617	1	58
11095	0620	1	67
11122	0619	1	2
11155	0622	1	14
11171	0623	1	3
11189	0153	0	1
11195	0624a	2	2
11195b	0624b	2	1
11200	0625a	2	3
11200b	0625b	2	2
11229	0626	1	3
11234	0627	1	2
11258	0124	0	1
11261	0155	0	1
11293	0157	0	1
11294	0156	0	1
11342	0628	1	12
11373	0629	1	5
11377	0630	1	2
11397	0631	1	2
11445	0158	0	1
11461	0632	1	31
11467	0159	0	1
11471	0160	0	1
11485	0633	1	7
11495	0634	1	3
11502	0635	1	3
11565	0742a	2	3
11565b	0742b	2	1
11689	0636	1	4
11715	0637	1	30
11716	0638a	2	1
11716b	0638b	2	1
11744	0639	1	2
11802	0640	1	2
11827	0161	0	1
11856	0641	1	17
11908	0642	1	2
11918	0162	0	1
11948	0643	1	6
11958	0644	1	2
11982	0645a	2	3
11982b	0645b	2	1
11986	0646	1	2
12000	0647	1	4
12003	0648	1	5
12004	0649	1	2
12010	0650	1	3
12022	0651	1	5
12027	0660	1	4
12030	0163	0	1
12043	0652	1	10
12046	0654	1	11
12051	0655	1	25
12052	0656	1	7
12054	0743a	2	2
12054b	0743b	2	1
12070	0744a	2	14
12070b	0744b	2	4
12074	0657	1	5
12079	0658	1	7
12082	0164	0	1
12108	0659	1	2
12115	0745a	2	2
12115b	0745b	2	2
12134	0661	1	26
12139	0662	1	11
12188	0663	1	4
12373	0664	1	8
12374	0665	1	2
12376	0666	1	13
12406	0667	1	4
12440	0668	1	25
12499	0669	1	3
12573	0746a	2	22
12573b	0746b	2	3
12664	0166	0	1
12698	0670	1	8
12709	0671	1	5
12716	0672	1	6
12722	0673	1	4
12724	0674	1	10
12768	0167	0	1
12822	0168	0	1
12830	0675	1	4
12855	0747	1	5
12913	0676	1	3
12914	0169a	2	1
12914b	0169b	2	1
12927	0677	1	24
12929	0748a	2	2
12929b	0748b	2	1
12935	0678	1	2
12988	0185	0	1
12991	0679	1	8
12997	0680a	2	1
12997b	0680b	2	1
13001	0681	1	26
13002	0682a	2	6
13002b	0682b	2	2
13023	0170	0	1
13095	0683	1	5
13103	0749a	2	10
13103b	0749b	2	1
13104	0684	1	6
13281	0685	1	3
13302	0686	1	9
13327	0687	1	5
13354	0171	0	1
13380	0172	0	1
13391	0750a	2	12
13391b	0750b	2	1
13395	0751a	2	2
13395b	0751b	2	1
13398	0688	1	18
13416	0689	1	2
13423	0176	0	1
13503	0690a	2	7
13503b	0690b	2	2
13526	0175	0	1
13527	0174	0	1
13551	0691a	2	4
13551b	0691b	2	1
13559	0173	0	1
13565	0692	1	5
13641	0693	1	5
13661	0177	0	1
13667	0178	0	1
13845	0179	0	1
13852	0180	0	1
13873	0694	1	27
13890	0695	1	4
13906	0696	1	2
13914	0697	1	4
13923	0698	1	2
13929	0699	1	2
13934	0700	1	2
13940	0181	0	1
13959	0752a	2	1
13959b	0752b	2	1
14023	0182	0	1
14361	0183	0	1
14435	0184	0	1
14488	0186	0	1
14659	0701	1	4
14709	0702	1	8
14726	0187	0	1
14833	0188	0	1
